,고객이름,방문매장,최근방문날짜,방문횟수
14669,26847924,GS25S강남역2호점,2018-04-14,13
14670,26847924,GS25강남역삼점,2020-02-20,3
14671,26847924,GS25S강남역3호점,2018-03-15,1
14672,26847924,GS25강남신사점,2018-09-16,1
14673,26847924,GS25강남쉐르빌점,2018-03-19,9
14674,26847924,GS25강남메트로점,2018-05-12,14
14675,26847924,GS25강남사랑점,2020-09-16,1
14676,26847924,GS25강남쉐르빌점,2019-08-10,8
14677,26847924,GS25S강남역3호점,2018-08-14,3
14678,26847924,GS25개포경남점,2019-09-13,14
14679,26847924,GS25S9신논현역점,2020-03-20,20
14680,77574372,GS25강남시티힐점,2018-03-13,13
14681,77574372,GS25S강남구청역점,2019-05-12,7
14682,77574372,GS25강남태양점,2019-04-14,9
14683,77574372,GS25강남쉐르빌점,2020-01-14,14
14684,77574372,GS25S9삼성중앙역점,2020-02-21,19
14685,77574372,GS25R서울강남4점,2018-02-11,11
14686,77574372,GS25강남세곡점,2019-05-20,16
14687,77574372,GS25강남한티점,2020-06-16,11
14688,15422491,GS25강남아트점,2019-01-15,8
14689,15422491,GS25강남드림하이점,2019-01-13,12
14690,15422491,GS25R서울강남4점,2018-06-14,1
14691,15422491,GS25S강남역3호점,2019-02-12,1
14692,15422491,GS25강남쉐르빌점,2018-07-18,14
14693,15422491,GS25R서울강남4점,2020-06-13,6
14694,15422491,GS25S강남구청역점,2020-07-18,7
14695,15422491,GS25강남YBM점,2019-04-14,17
14696,15422491,GS25강남N타워점,2019-08-10,2
14697,15422491,GS25강남동원점,2018-03-14,20
14698,15422491,GS25강남상록회관점,2019-05-10,7
14699,15422491,GS25강남사랑점,2019-06-15,2
14700,73965868,GS25S9봉은사역점,2019-03-20,8
14701,69945119,GS25강남사랑점,2020-01-18,14
14702,69945119,GS25강남영동점,2018-01-15,16
14703,69945119,GS25강남드림하이점,2018-05-14,4
14704,69945119,GS25강남동원점,2018-02-17,7
14705,69945119,GS25강남역삼점,2019-08-17,15
14706,69945119,GS25S9언주역점,2020-09-18,2
14707,69945119,GS25S강남역3호점,2020-09-12,6
14708,69945119,GS25강남신사점,2019-09-16,3
14709,69945119,GS25강남타운점,2018-02-17,7
14710,69945119,GS25강남유블레스점,2020-06-19,8
14711,69945119,GS25S강남역3호점,2018-07-10,2
14712,88784282,GS25강남태강점,2020-06-11,10
14713,53254359,GS25강남LH점,2018-08-15,19
14714,53254359,GS25강남LH점,2020-09-20,1
14715,53254359,GS25개나리SK점,2018-07-12,20
14716,53254359,GS25강남타운점,2019-01-21,8
14717,53254359,GS25강남한티점,2019-09-17,9
14718,92265441,GS25S9신논현역점,2019-02-21,8
14719,92265441,GS25S강남구청역점,2019-05-19,7
14720,92265441,GS25강남본점,2018-07-20,18
14721,92265441,GS25강남본점,2018-04-10,2
14722,92265441,GS25강남갤러리점,2020-08-18,18
14723,92265441,GS25S강남역3호점,2018-01-17,19
14724,92265441,GS25개포경남점,2019-05-20,8
14725,92265441,GS25강남은성점,2018-02-15,7
14726,92265441,GS25강남에이스타워점,2019-04-16,7
14727,92265441,GS25강남한티점,2019-08-12,8
14728,92265441,GS25강남엘지점,2020-02-18,18
14729,92265441,GS25강남YBM점,2018-05-21,3
14730,92265441,GS25S강남역3호점,2019-07-10,7
14731,92265441,GS25강남태양점,2019-09-18,16
14732,92265441,GS25R선릉7점,2020-08-14,14
14733,37368125,GS25강남쥬비스점,2020-04-12,9
14734,37368125,GS25강남역삼점,2019-06-10,9
14735,37368125,GS25강남신사점,2019-05-12,17
14736,37368125,GS25R서울강남4점,2018-04-21,2
14737,37368125,GS25강남나누리점,2018-05-10,3
14738,99463552,GS25강남영동점,2018-03-20,3
14739,99463552,GS25강남아트점,2019-03-18,16
14740,99463552,GS25S9신논현역점,2018-02-13,16
14741,99463552,GS25강남리츠칼튼점,2020-09-14,11
14742,15225722,GS25강남메트로점,2020-07-10,20
14743,15225722,GS25강남로데오점,2019-05-18,19
14744,83056000,GS25개나리SK점,2019-07-21,17
14745,83056000,GS25강남쉐르빌점,2019-06-10,16
14746,83056000,GS25강남엘지점,2019-02-14,5
14747,83056000,GS25강남은성점,2020-06-17,9
14748,83056000,GS25강남태양점,2018-02-13,17
14749,83056000,GS25S강남역1호점,2018-09-10,4
14750,83056000,GS25강남사랑점,2020-08-21,11
14751,83056000,GS25강남N타워점,2018-02-17,9
14752,83056000,GS25S9언주역점,2018-03-21,1
14753,83056000,GS25S강남역1호점,2019-05-21,3
14754,83056000,GS25강남한티점,2020-08-17,8
14755,83056000,GS25강남메트로점,2019-05-21,13
14756,83056000,GS25강남영동점,2020-02-15,14
14757,87925861,GS25강남영동점,2019-08-19,16
14758,87925861,GS25S9언주역점,2019-08-20,15
14759,87925861,GS25강남영동점,2019-03-17,4
14760,87893905,GS25강남신사점,2020-05-10,18
14761,87893905,GS25강남역삼점,2019-09-16,2
14762,87893905,GS25강남나누리점,2018-08-20,13
14763,87893905,GS25강남LH점,2020-09-20,19
14764,87893905,GS25S9봉은사역점,2020-03-14,19
14765,87893905,GS25강남메트로점,2019-06-12,14
14766,87893905,GS25S9봉은사역점,2020-02-12,1
14767,87893905,GS25강남리츠칼튼점,2018-02-15,19
14768,34303624,GS25S9삼성중앙역점,2018-07-14,14
14769,76865721,GS25S강남역3호점,2018-03-10,5
14770,76865721,GS25S9신논현역점,2020-04-11,6
14771,76865721,GS25강남나누리점,2019-03-17,7
14772,76865721,GS25S강남역2호점,2019-03-19,7
14773,76865721,GS25S9신논현역점,2018-04-14,10
14774,76865721,GS25강남동원점,2018-05-12,12
14775,76865721,GS25강남세곡점,2019-08-14,8
14776,76865721,GS25S9언주역점,2018-07-12,14
14777,76865721,GS25강남메트로점,2020-04-14,7
14778,76865721,GS25강남엘지점,2019-05-19,4
14779,76865721,GS25S강남역1호점,2020-07-17,9
14780,76865721,GS25강남쌍용점,2018-09-16,12
14781,76865721,GS25S강남구청역점,2018-01-21,16
14782,76865721,GS25강남에이스타워점,2018-03-20,6
14783,13707133,GS25강남로데오점,2018-06-17,9
14784,13707133,GS25강남유블레스점,2020-03-21,19
14785,13707133,GS25강남로데오점,2019-06-20,13
14786,13707133,GS25R서울강남4점,2018-09-12,9
14787,13707133,GS25개나리SK점,2018-08-14,9
14788,58576046,GS25S강남역3호점,2018-02-21,7
14789,58576046,GS25S강남역2호점,2019-02-21,1
14790,58576046,GS25강남드림하이점,2018-07-13,20
14791,58576046,GS25S9언주역점,2018-06-16,17
14792,58576046,GS25강남나누리점,2018-06-18,4
14793,58576046,GS25S9삼성중앙역점,2019-05-17,9
14794,58576046,GS25S강남역2호점,2018-03-10,16
14795,58576046,GS25강남신사점,2018-06-21,12
14796,58576046,GS25강남본점,2019-07-15,14
14797,58576046,GS25S강남구청역점,2020-08-18,16
14798,58576046,GS25개나리SK점,2020-03-17,14
14799,78598312,GS25S강남역2호점,2018-03-10,16
14800,78598312,GS25강남태양점,2019-09-11,8
14801,78598312,GS25강남은성점,2018-06-19,5
14802,42221172,GS25강남태강점,2020-05-14,1
14803,42221172,GS25강남아트점,2018-06-20,11
14804,42221172,GS25S9신논현역점,2018-06-18,8
14805,42221172,GS25강남아트점,2019-01-13,14
14806,42221172,GS25강남엘지점,2020-01-12,11
14807,42221172,GS25강남리츠칼튼점,2018-09-12,7
14808,42221172,GS25S강남역3호점,2018-02-13,11
14809,42221172,GS25강남나누리점,2020-03-13,18
14810,42221172,GS25강남에이스타워점,2020-01-12,20
14811,42221172,GS25강남신사점,2019-01-17,17
14812,42221172,GS25S강남역1호점,2018-02-12,15
14813,42221172,GS25강남쥬비스점,2018-05-11,10
14814,42221172,GS25S강남구청역점,2019-04-21,10
14815,42221172,GS25강남쌍용점,2019-08-16,14
14816,16814236,GS25강남메트로점,2018-07-17,17
14817,16814236,GS25강남LH점,2020-06-16,6
14818,16814236,GS25S강남구청역점,2018-06-14,15
14819,16814236,GS25강남드림하이점,2018-01-11,17
14820,16814236,GS25S9봉은사역점,2019-08-20,15
14821,16814236,GS25R선릉7점,2019-08-10,9
14822,16814236,GS25S강남역1호점,2020-07-13,13
14823,16814236,GS25강남타운점,2018-02-19,8
14824,16814236,GS25S강남역3호점,2020-02-10,5
14825,16814236,GS25강남사랑점,2018-07-21,9
14826,16814236,GS25강남역삼점,2018-07-18,17
14827,16814236,GS25강남한티점,2018-08-11,11
14828,93316163,GS25강남동원점,2019-05-20,10
14829,93316163,GS25강남태강점,2020-07-10,11
14830,93316163,GS25S강남역3호점,2019-02-18,10
14831,78143040,GS25S강남역1호점,2020-04-17,17
14832,78143040,GS25강남YBM점,2018-02-20,2
14833,78143040,GS25강남은성점,2020-09-19,17
14834,78143040,GS25강남시티힐점,2020-01-14,8
14835,78143040,GS25강남대치점,2019-04-18,8
14836,78143040,GS25강남대치점,2020-01-13,7
14837,78143040,GS25개포경남점,2020-01-17,7
14838,78143040,GS25S강남역1호점,2020-03-19,14
14839,78143040,GS25강남영동점,2018-03-12,10
14840,78143040,GS25S강남역3호점,2020-02-13,1
14841,78143040,GS25S9언주역점,2018-03-18,6
14842,78143040,GS25강남시티힐점,2020-02-10,17
14843,78143040,GS25S강남역3호점,2020-09-20,16
14844,83724379,GS25강남YBM점,2018-02-20,2
14845,83724379,GS25강남개포점,2019-07-11,10
14846,83724379,GS25S강남구청역점,2019-05-13,15
14847,83724379,GS25강남YBM점,2018-02-10,7
14848,83724379,GS25S9삼성중앙역점,2018-08-21,8
14849,83724379,GS25강남쥬비스점,2020-03-18,10
14850,83724379,GS25S강남역1호점,2019-08-16,13
14851,83724379,GS25R서울강남4점,2019-09-16,1
14852,83724379,GS25강남동원점,2019-04-13,9
14853,83724379,GS25강남N타워점,2019-09-16,1
14854,83724379,GS25강남은성점,2019-07-18,3
14855,83724379,GS25강남N타워점,2020-03-16,2
14856,83724379,GS25강남로데오점,2019-03-10,8
14857,83724379,GS25강남드림하이점,2018-06-20,17
14858,83724379,GS25강남영동점,2020-01-15,18
14859,29237501,GS25강남시티힐점,2018-08-20,14
14860,29237501,GS25강남사랑점,2018-01-15,17
14861,29237501,GS25강남쌍용점,2018-09-10,4
14862,29237501,GS25강남LH점,2020-04-16,17
14863,86126618,GS25강남엘지점,2018-08-16,8
14864,86126618,GS25강남상록회관점,2019-02-14,8
14865,86126618,GS25S강남구청역점,2020-08-14,16
14866,86126618,GS25S9언주역점,2020-06-17,16
14867,86126618,GS25강남N타워점,2020-04-18,18
14868,86126618,GS25강남태양점,2019-06-17,18
14869,86126618,GS25강남상록회관점,2019-02-11,18
14870,13032042,GS25강남유블레스점,2020-01-21,14
14871,13032042,GS25강남메트로점,2018-05-14,20
14872,13032042,GS25R선릉7점,2018-05-14,11
14873,13032042,GS25강남나누리점,2020-07-12,16
14874,13032042,GS25강남대치점,2018-06-16,7
14875,13032042,GS25강남에이스타워점,2020-04-10,7
14876,13032042,GS25S강남역3호점,2020-03-12,20
14877,13032042,GS25강남리츠칼튼점,2018-03-17,15
14878,13032042,GS25강남상록회관점,2019-05-16,2
14879,13032042,GS25강남에이스타워점,2018-02-19,20
14880,13032042,GS25강남쉐르빌점,2018-09-10,4
14881,13032042,GS25강남쌍용점,2019-06-10,4
14882,13032042,GS25강남역삼점,2018-07-21,6
14883,13032042,GS25강남역삼점,2019-07-13,7
14884,13032042,GS25강남본점,2019-04-14,4
14885,6032322,GS25강남쉐르빌점,2018-02-12,16
14886,6032322,GS25강남드림하이점,2020-05-13,7
14887,6032322,GS25강남엘지점,2019-01-11,6
14888,49509622,GS25강남태양점,2018-04-11,3
14889,49509622,GS25강남엘지점,2020-05-15,14
14890,49509622,GS25강남시티힐점,2018-06-17,15
14891,49509622,GS25강남로데오점,2020-06-11,11
14892,49509622,GS25강남아트점,2020-07-17,8
14893,49509622,GS25강남메트로점,2018-01-12,13
14894,49509622,GS25S강남구청역점,2019-09-14,5
14895,49509622,GS25강남대치점,2020-05-14,1
14896,49509622,GS25S강남역1호점,2018-07-20,3
14897,49509622,GS25강남로데오점,2019-02-12,9
14898,49509622,GS25S9언주역점,2020-05-19,13
14899,49509622,GS25S강남역1호점,2018-07-19,10
14900,49509622,GS25S강남역3호점,2020-04-15,10
14901,49509622,GS25강남영동점,2020-09-17,17
14902,92578035,GS25강남쌍용점,2018-08-18,6
14903,92578035,GS25S9언주역점,2020-03-16,20
14904,92578035,GS25강남은성점,2020-05-21,8
14905,92578035,GS25강남갤러리점,2019-02-12,6
14906,92578035,GS25강남로데오점,2020-04-19,15
14907,92578035,GS25강남아트점,2019-04-21,8
14908,92578035,GS25R선릉7점,2019-05-14,19
14909,60506634,GS25강남유블레스점,2019-04-14,17
14910,60506634,GS25강남리츠칼튼점,2020-09-10,19
14911,60506634,GS25S9언주역점,2020-06-21,17
14912,60506634,GS25강남상록회관점,2020-02-11,7
14913,79333425,GS25강남쉐르빌점,2019-02-13,5
14914,79333425,GS25S강남역3호점,2020-01-18,9
14915,79333425,GS25강남세곡점,2020-05-12,20
14916,79333425,GS25강남에이스타워점,2020-01-14,6
14917,79333425,GS25강남동원점,2020-03-16,19
14918,79333425,GS25R선릉7점,2019-09-18,9
14919,47191354,GS25강남시티힐점,2020-05-14,8
14920,47191354,GS25S9언주역점,2018-03-15,16
14921,47191354,GS25강남에이스타워점,2020-02-20,14
14922,47191354,GS25강남리츠칼튼점,2019-09-19,1
14923,47191354,GS25강남세곡점,2020-02-15,4
14924,47191354,GS25강남태양점,2018-06-17,11
14925,47191354,GS25강남은성점,2018-06-11,15
14926,47191354,GS25S강남역1호점,2019-07-18,9
14927,48596020,GS25강남타운점,2020-08-10,19
14928,48596020,GS25S강남역3호점,2019-06-19,20
14929,48596020,GS25강남LH점,2019-02-10,19
14930,48596020,GS25개포경남점,2018-04-14,17
14931,48596020,GS25강남개포점,2019-05-11,1
14932,48596020,GS25강남쌍용점,2018-01-11,1
14933,34125246,GS25개포경남점,2019-01-13,12
14934,34125246,GS25S강남역1호점,2018-07-17,16
14935,34125246,GS25강남갤러리점,2018-01-20,4
14936,34125246,GS25강남나누리점,2019-06-11,10
14937,34125246,GS25강남세곡점,2018-06-13,2
14938,34125246,GS25S9언주역점,2019-09-11,6
14939,34125246,GS25강남LH점,2018-09-11,8
14940,78565921,GS25강남메트로점,2018-05-12,4
14941,66080151,GS25강남시티힐점,2020-06-10,15
14942,66080151,GS25강남시티힐점,2020-02-16,17
14943,66080151,GS25강남나누리점,2018-05-19,7
14944,66080151,GS25강남본점,2020-05-10,8
14945,66080151,GS25강남사랑점,2020-08-11,17
14946,66080151,GS25강남유블레스점,2020-05-17,4
14947,66080151,GS25S9언주역점,2019-08-19,4
14948,66080151,GS25강남아트점,2019-03-19,7
14949,66080151,GS25강남드림하이점,2018-02-20,16
14950,79060974,GS25S9신논현역점,2020-04-21,11
14951,79060974,GS25강남LH점,2019-09-11,5
14952,79060974,GS25강남상록회관점,2018-09-16,9
14953,79060974,GS25강남대치점,2019-08-20,6
14954,79060974,GS25S강남구청역점,2020-01-10,19
14955,79060974,GS25강남N타워점,2018-06-13,1
14956,18357092,GS25강남YBM점,2019-05-17,7
14957,18357092,GS25강남쌍용점,2020-07-20,20
14958,18357092,GS25S9언주역점,2020-02-14,17
14959,18357092,GS25S강남역1호점,2020-05-14,11
14960,18357092,GS25강남타운점,2019-02-17,10
14961,18357092,GS25강남리츠칼튼점,2019-03-15,20
14962,18357092,GS25개나리SK점,2018-07-21,14
14963,18357092,GS25S9언주역점,2020-06-15,18
14964,64859623,GS25강남역삼점,2019-02-14,5
14965,64859623,GS25강남엘지점,2020-09-20,12
14966,64859623,GS25강남태양점,2018-03-13,11
14967,64859623,GS25S9봉은사역점,2019-03-11,12
14968,64859623,GS25S강남역1호점,2018-07-13,19
14969,64859623,GS25강남대치점,2019-02-21,7
14970,64859623,GS25S9언주역점,2018-09-19,11
14971,64859623,GS25강남태강점,2020-01-18,6
14972,64859623,GS25S9봉은사역점,2020-02-13,14
14973,64859623,GS25강남청담점,2018-01-15,9
14974,64859623,GS25개나리SK점,2018-02-10,5
14975,9951358,GS25강남쉐르빌점,2020-08-20,13
14976,9951358,GS25강남쥬비스점,2020-01-17,12
14977,9951358,GS25S9언주역점,2019-05-19,18
14978,9951358,GS25강남동원점,2018-04-16,4
14979,9951358,GS25강남시티힐점,2020-05-14,19
14980,9951358,GS25강남리츠칼튼점,2019-05-12,14
14981,9951358,GS25강남태강점,2018-04-19,6
14982,9951358,GS25강남신사점,2018-08-10,12
14983,9951358,GS25S강남역1호점,2018-09-19,6
14984,9951358,GS25강남나누리점,2020-01-12,19
14985,9951358,GS25강남세곡점,2018-04-17,17
14986,9951358,GS25S9신논현역점,2019-07-21,20
14987,24552135,GS25강남N타워점,2019-02-18,9
14988,24552135,GS25강남엘지점,2018-08-16,14
14989,24552135,GS25강남시티힐점,2019-09-15,9
14990,24552135,GS25강남갤러리점,2018-09-11,19
14991,24552135,GS25S강남역2호점,2020-02-15,12
14992,24552135,GS25강남아트점,2020-02-21,14
14993,24552135,GS25강남드림하이점,2019-06-20,2
14994,24552135,GS25S강남역1호점,2018-01-20,6
14995,24552135,GS25강남쥬비스점,2018-04-10,6
14996,24552135,GS25강남타운점,2018-03-21,10
14997,24552135,GS25S9언주역점,2018-01-21,1
14998,75281937,GS25강남유블레스점,2020-01-21,1
14999,75281937,GS25개나리SK점,2018-04-17,8
15000,75281937,GS25강남영동점,2020-05-14,12
15001,75281937,GS25강남LH점,2018-08-10,4
15002,75281937,GS25강남드림하이점,2018-04-11,19
15003,75281937,GS25S9언주역점,2020-07-18,15
15004,75281937,GS25강남쥬비스점,2019-01-11,9
15005,75281937,GS25강남세곡점,2019-06-17,4
15006,59151975,GS25강남YBM점,2018-08-16,1
15007,59151975,GS25S9언주역점,2019-05-21,6
15008,59151975,GS25개포경남점,2019-01-11,12
15009,59151975,GS25강남N타워점,2020-08-21,5
15010,59151975,GS25강남로데오점,2020-05-12,6
15011,59151975,GS25S강남역2호점,2020-07-18,4
15012,59151975,GS25강남타운점,2020-07-15,3
15013,59151975,GS25S강남역2호점,2019-06-14,7
15014,59151975,GS25강남엘지점,2018-03-11,18
15015,59151975,GS25강남쥬비스점,2020-01-19,17
15016,59151975,GS25S강남역3호점,2020-07-17,5
15017,59151975,GS25강남LH점,2018-09-11,17
15018,59151975,GS25S9언주역점,2019-02-19,4
15019,59151975,GS25강남신사점,2020-09-15,15
15020,59151975,GS25강남메트로점,2020-03-16,16
15021,90757341,GS25강남태강점,2018-04-12,8
15022,90757341,GS25강남영동점,2020-08-20,13
15023,90757341,GS25강남쌍용점,2020-01-16,2
15024,90757341,GS25강남동원점,2019-01-12,20
15025,90757341,GS25S9언주역점,2020-01-14,16
15026,66214096,GS25강남쌍용점,2018-04-16,11
15027,66214096,GS25강남유블레스점,2019-05-20,14
15028,66214096,GS25강남드림하이점,2020-06-13,3
15029,66214096,GS25강남YBM점,2018-04-19,20
15030,66214096,GS25강남한티점,2020-07-16,15
15031,66214096,GS25S9신논현역점,2019-02-17,19
15032,66214096,GS25강남드림하이점,2018-06-15,18
15033,66214096,GS25강남N타워점,2020-02-21,3
15034,66214096,GS25강남갤러리점,2018-08-10,6
15035,66214096,GS25강남동원점,2018-06-15,10
15036,67796358,GS25강남상록회관점,2020-05-21,2
15037,67796358,GS25강남나누리점,2018-08-18,8
15038,67796358,GS25강남N타워점,2019-04-10,13
15039,67796358,GS25강남동원점,2018-02-18,10
15040,67796358,GS25S강남구청역점,2020-03-12,7
15041,67796358,GS25강남드림하이점,2020-04-11,18
15042,67796358,GS25S강남역2호점,2018-07-18,17
15043,67796358,GS25S9삼성중앙역점,2018-09-12,16
15044,67796358,GS25S9언주역점,2019-06-12,20
15045,67796358,GS25S강남역3호점,2019-03-20,7
15046,67796358,GS25S9신논현역점,2019-04-16,12
15047,67796358,GS25S9언주역점,2020-08-14,14
15048,67796358,GS25S강남역1호점,2020-06-11,12
15049,77880774,GS25강남타운점,2020-03-11,6
15050,77880774,GS25강남N타워점,2020-03-21,11
15051,77880774,GS25강남쌍용점,2019-08-20,2
15052,77880774,GS25강남갤러리점,2018-02-13,10
15053,68768507,GS25강남로데오점,2018-02-15,5
15054,68768507,GS25강남은성점,2019-01-19,7
15055,68768507,GS25강남세곡점,2018-04-20,15
15056,68768507,GS25강남아트점,2020-07-17,13
15057,68768507,GS25강남청담점,2019-02-21,18
15058,68768507,GS25강남LH점,2018-09-14,10
15059,68768507,GS25강남청담점,2018-08-10,3
15060,68768507,GS25강남타운점,2020-01-11,14
15061,68768507,GS25S강남역2호점,2020-09-10,4
15062,68768507,GS25S강남역2호점,2019-06-11,20
15063,51553058,GS25S강남역2호점,2019-08-11,7
15064,51553058,GS25강남타운점,2018-04-12,17
15065,51553058,GS25강남쉐르빌점,2018-05-18,11
15066,51553058,GS25R선릉7점,2020-06-16,7
15067,51553058,GS25강남본점,2018-05-18,7
15068,51553058,GS25강남LH점,2020-04-10,16
15069,51553058,GS25강남아트점,2018-04-20,7
15070,51553058,GS25S강남역3호점,2019-07-18,17
15071,51553058,GS25강남사랑점,2020-06-14,1
15072,51553058,GS25강남역삼점,2018-09-20,5
15073,21949538,GS25강남쥬비스점,2019-04-19,12
15074,21949538,GS25S9삼성중앙역점,2018-02-11,13
15075,21949538,GS25강남동원점,2020-08-19,14
15076,21949538,GS25강남영동점,2020-08-14,19
15077,21949538,GS25R서울강남4점,2018-07-19,10
15078,21949538,GS25강남쌍용점,2020-02-17,4
15079,21949538,GS25강남갤러리점,2020-04-12,10
15080,21949538,GS25강남시티힐점,2018-05-10,17
15081,21949538,GS25S강남역1호점,2018-04-18,20
15082,21949538,GS25S강남역2호점,2018-05-11,13
15083,3690472,GS25S강남역1호점,2019-08-14,10
15084,88915778,GS25강남N타워점,2018-08-12,18
15085,88915778,GS25S9봉은사역점,2018-03-21,8
15086,88915778,GS25강남유블레스점,2018-04-17,19
15087,88915778,GS25강남드림하이점,2019-09-10,12
15088,88915778,GS25S9신논현역점,2019-07-12,4
15089,52162284,GS25S강남구청역점,2019-09-12,6
15090,52162284,GS25강남영동점,2018-01-17,7
15091,5427981,GS25R서울강남4점,2020-08-17,2
15092,5427981,GS25강남YBM점,2019-08-18,2
15093,5427981,GS25R서울강남4점,2020-01-15,18
15094,49242835,GS25R선릉7점,2019-09-10,19
15095,49242835,GS25강남유블레스점,2018-09-19,8
15096,49242835,GS25강남신사점,2019-07-21,10
15097,49242835,GS25강남사랑점,2020-03-16,19
15098,49242835,GS25강남YBM점,2018-05-17,5
15099,49242835,GS25강남메트로점,2018-02-12,13
15100,49242835,GS25강남청담점,2018-04-13,12
15101,49242835,GS25강남갤러리점,2019-05-10,14
15102,49242835,GS25강남동원점,2019-08-16,8
15103,49242835,GS25강남상록회관점,2020-03-20,2
15104,49242835,GS25강남엘지점,2019-04-13,19
15105,49242835,GS25강남로데오점,2019-03-14,12
15106,49242835,GS25S강남구청역점,2020-07-14,16
15107,20662618,GS25S강남역1호점,2020-07-13,10
15108,20662618,GS25S9삼성중앙역점,2019-09-19,18
15109,20662618,GS25강남상록회관점,2019-04-13,2
15110,20662618,GS25S강남역3호점,2019-05-16,3
15111,20662618,GS25강남로데오점,2019-05-17,1
15112,38163860,GS25강남사랑점,2019-08-14,11
15113,38163860,GS25S9언주역점,2019-06-17,14
15114,38163860,GS25강남메트로점,2019-01-21,19
15115,38163860,GS25강남청담점,2019-07-18,3
15116,38163860,GS25강남세곡점,2020-01-20,12
15117,38163860,GS25개포경남점,2018-08-14,2
15118,38163860,GS25강남드림하이점,2018-09-11,19
15119,79827295,GS25S9삼성중앙역점,2018-08-19,16
15120,79827295,GS25강남대치점,2018-07-11,20
15121,79827295,GS25강남시티힐점,2018-07-20,16
15122,79827295,GS25강남동원점,2019-07-18,10
15123,79827295,GS25S9삼성중앙역점,2018-03-17,18
15124,79827295,GS25S강남역1호점,2020-07-19,4
15125,79827295,GS25강남유블레스점,2018-05-19,6
15126,79827295,GS25강남쌍용점,2019-08-10,3
15127,79827295,GS25강남YBM점,2018-03-18,10
15128,79827295,GS25S강남역1호점,2020-04-18,7
15129,79827295,GS25S9삼성중앙역점,2018-04-14,17
15130,79827295,GS25강남태양점,2020-04-13,14
15131,79827295,GS25강남동원점,2020-03-14,6
15132,79827295,GS25개나리SK점,2020-09-11,19
15133,79827295,GS25강남아트점,2020-06-20,1
15134,94423734,GS25개나리SK점,2020-07-15,2
15135,94423734,GS25강남태강점,2018-02-18,11
15136,94423734,GS25강남엘지점,2018-03-21,11
15137,94423734,GS25S9삼성중앙역점,2019-04-14,9
15138,94423734,GS25S9언주역점,2020-04-19,19
15139,94423734,GS25S강남역2호점,2020-07-21,3
15140,94423734,GS25강남청담점,2019-05-17,13
15141,94423734,GS25S강남역1호점,2018-07-16,14
15142,94423734,GS25강남세곡점,2018-03-10,18
15143,42396074,GS25강남YBM점,2020-07-15,10
15144,42396074,GS25개나리SK점,2020-06-12,18
15145,42396074,GS25S9언주역점,2020-05-20,17
15146,42396074,GS25강남쌍용점,2020-02-21,15
15147,42396074,GS25S강남역2호점,2018-01-15,9
15148,42396074,GS25S9언주역점,2018-02-11,9
15149,42396074,GS25강남세곡점,2020-09-14,11
15150,42396074,GS25강남태양점,2020-08-10,17
15151,42396074,GS25강남쌍용점,2019-07-10,10
15152,43005371,GS25강남은성점,2018-09-16,6
15153,43005371,GS25강남메트로점,2018-01-19,11
15154,43005371,GS25강남상록회관점,2020-07-11,17
15155,43005371,GS25강남대치점,2018-08-21,12
15156,43005371,GS25강남유블레스점,2020-08-17,13
15157,14256570,GS25강남태양점,2020-08-17,1
15158,14256570,GS25강남쉐르빌점,2019-02-11,12
15159,14256570,GS25S9언주역점,2020-08-12,15
15160,14256570,GS25S강남역2호점,2019-03-14,12
15161,41010590,GS25강남상록회관점,2019-03-16,4
15162,41010590,GS25S강남역1호점,2018-05-15,5
15163,41010590,GS25강남동원점,2018-07-18,17
15164,41010590,GS25강남타운점,2018-03-18,11
15165,41010590,GS25강남에이스타워점,2018-04-16,4
15166,41010590,GS25강남갤러리점,2019-04-21,20
15167,41010590,GS25강남한티점,2019-01-20,11
15168,41010590,GS25S9봉은사역점,2018-06-15,9
15169,41010590,GS25강남YBM점,2020-06-16,10
15170,41010590,GS25S9삼성중앙역점,2020-04-11,8
15171,41010590,GS25S9봉은사역점,2018-08-13,19
15172,55196592,GS25S강남역3호점,2018-01-17,18
15173,75669464,GS25강남시티힐점,2018-03-13,4
15174,75669464,GS25S강남역3호점,2020-07-18,11
15175,75669464,GS25강남쌍용점,2020-06-20,1
15176,75669464,GS25강남에이스타워점,2019-08-19,12
15177,75669464,GS25강남대치점,2018-09-20,17
15178,75669464,GS25S9봉은사역점,2020-08-18,16
15179,75669464,GS25S9봉은사역점,2019-07-11,4
15180,75669464,GS25R선릉7점,2019-02-15,11
15181,75669464,GS25S강남역3호점,2019-09-16,9
15182,75669464,GS25S9언주역점,2018-09-15,4
15183,75669464,GS25S강남구청역점,2019-02-20,7
15184,75669464,GS25S강남구청역점,2020-03-14,16
15185,36021305,GS25강남쌍용점,2018-01-17,16
15186,36021305,GS25강남시티힐점,2018-03-20,20
15187,36021305,GS25강남대치점,2020-07-13,17
15188,36021305,GS25강남영동점,2019-05-13,9
15189,96991818,GS25강남개포점,2019-03-12,19
15190,96991818,GS25S9삼성중앙역점,2018-09-18,10
15191,73091204,GS25강남역삼점,2020-07-10,12
15192,73091204,GS25강남태강점,2020-06-16,19
15193,73091204,GS25개나리SK점,2020-03-17,11
15194,73091204,GS25강남쌍용점,2018-04-18,9
15195,73091204,GS25강남로데오점,2020-06-12,8
15196,73091204,GS25강남태양점,2019-02-16,1
15197,30441027,GS25개나리SK점,2018-09-12,2
