,판매점ID,판매물품바코드,재고,재고업데이트날짜,최근판매날짜
996,76430125,8801094223038,20,2020-02-15,2020-08-21
997,76430125,8801056002541,3,2020-02-15,2020-08-21
998,76430125,8809382930231,3,2020-02-15,2020-08-21
999,76430125,8801097250376,13,2020-02-15,2020-08-21
1000,76430125,8802673003201,5,2020-02-15,2020-08-21
1001,76430125,8802673003201,29,2020-02-15,2020-08-21
1002,76430125,8801097150010,24,2020-02-15,2020-08-21
1003,76430125,8801056017583,12,2020-02-15,2020-08-21
1004,76430125,8809023001269,29,2020-02-15,2020-08-21
1005,76430125,8809003432328,5,2020-02-15,2020-08-21
1006,76430125,8809027332932,12,2020-02-15,2020-08-21
1007,76430125,8801056054984,12,2020-02-15,2020-08-21
1008,76430125,8809423620015,23,2020-02-15,2020-08-21
1009,76430125,8801097250053,28,2020-02-15,2020-08-21
1010,84166398,8801056798017,4,2020-06-10,2020-04-13
1011,84166398,8801056006297,12,2020-06-10,2020-04-13
1012,84166398,8801382130820,45,2020-06-10,2020-04-13
1013,84166398,8809173200123,11,2020-06-10,2020-04-13
1014,84166398,8809040935110,19,2020-06-10,2020-04-13
1015,84166398,8801056024017,29,2020-06-10,2020-04-13
1016,84166398,8801097250369,13,2020-06-10,2020-04-13
1017,84166398,8809082723379,24,2020-06-10,2020-04-13
1018,84166398,8809082727513,3,2020-06-10,2020-04-13
1019,84166398,8802673003317,26,2020-06-10,2020-04-13
1020,84166398,8801056164011,46,2020-06-10,2020-04-13
1021,84166398,8809027331492,12,2020-06-10,2020-04-13
1022,84166398,8801056787127,44,2020-06-10,2020-04-13
1023,84166398,8809050511083,36,2020-06-10,2020-04-13
1024,84166398,8801094482602,16,2020-06-10,2020-04-13
1025,84166398,8801056006259,23,2020-06-10,2020-04-13
1026,84166398,8809003432328,15,2020-06-10,2020-04-13
1027,84166398,8801097178021,10,2020-06-10,2020-04-13
1028,84166398,8801382134848,7,2020-06-10,2020-04-13
1029,84166398,8801056001841,46,2020-06-10,2020-04-13
1030,84166398,8806002010977,47,2020-06-10,2020-04-13
1031,84166398,8801104290357,24,2020-06-10,2020-04-13
1032,84166398,8809423620039,12,2020-06-10,2020-04-13
1033,84166398,8804342387872,11,2020-06-10,2020-04-13
1034,84166398,8809068661176,29,2020-06-10,2020-04-13
1035,84166398,8801094602406,36,2020-06-10,2020-04-13
1036,84166398,8801097150010,5,2020-06-10,2020-04-13
1037,84166398,8809382930217,43,2020-06-10,2020-04-13
1038,84166398,8809423620022,28,2020-06-10,2020-04-13
1039,84166398,8809027331492,33,2020-06-10,2020-04-13
1040,84166398,8802673003256,13,2020-06-10,2020-04-13
1041,84166398,8801043900027,47,2020-06-10,2020-04-13
1042,84166398,8801037018646,17,2020-06-10,2020-04-13
1043,84166398,8801056034740,47,2020-06-10,2020-04-13
1044,84166398,8801097250413,7,2020-06-10,2020-04-13
1045,84166398,8801104500067,33,2020-06-10,2020-04-13
1046,84166398,8801056688011,3,2020-06-10,2020-04-13
1047,84166398,88004334,41,2020-06-10,2020-04-13
1048,84166398,880105603886,13,2020-06-10,2020-04-13
1049,84166398,8804074100350,24,2020-06-10,2020-04-13
1050,84166398,8806002003023,20,2020-06-10,2020-04-13
1051,84166398,8809423870007,27,2020-06-10,2020-04-13
1052,84166398,8802774001014,21,2020-06-10,2020-04-13
1053,84166398,8801382127574,44,2020-06-10,2020-04-13
1054,84166398,8801382128038,2,2020-06-10,2020-04-13
1055,84166398,8801043650762,34,2020-06-10,2020-04-13
1056,84166398,8809027331492,9,2020-06-10,2020-04-13
1057,7770833,8809057795523,1,2020-05-09,2020-06-12
1058,54178025,8801382127574,5,2020-06-13,2020-05-15
1059,54178025,8809027331706,2,2020-06-13,2020-05-15
1060,54178025,8801056017606,2,2020-06-13,2020-05-15
1061,54178025,8806430012819,5,2020-06-13,2020-05-15
1062,54178025,8809003432304,5,2020-06-13,2020-05-15
1063,18377790,8805915531036,1,2020-06-17,2020-04-14
1064,18377790,8802673003225,30,2020-06-17,2020-04-14
1065,18377790,8806001083798,32,2020-06-17,2020-04-14
1066,18377790,8801056065768,22,2020-06-17,2020-04-14
1067,18377790,8801056036775,11,2020-06-17,2020-04-14
1068,18377790,8801056024062,21,2020-06-17,2020-04-14
1069,18377790,8801382130659,12,2020-06-17,2020-04-14
1070,18377790,8805915531012,8,2020-06-17,2020-04-14
1071,18377790,8801056024017,2,2020-06-17,2020-04-14
1072,18377790,8801097178038,6,2020-06-17,2020-04-14
1073,18377790,8804342343434,10,2020-06-17,2020-04-14
1074,18377790,8801094473006,33,2020-06-17,2020-04-14
1075,18377790,8801094503505,26,2020-06-17,2020-04-14
1076,18377790,8806002003030,22,2020-06-17,2020-04-14
1077,18377790,8801056065829,12,2020-06-17,2020-04-14
1078,18377790,8801056006259,34,2020-06-17,2020-04-14
1079,18377790,8806002010427,35,2020-06-17,2020-04-14
1080,18377790,8806003011522,33,2020-06-17,2020-04-14
1081,18377790,8801056002541,27,2020-06-17,2020-04-14
1082,18377790,8802673003218,9,2020-06-17,2020-04-14
1083,18377790,8801097618114,17,2020-06-17,2020-04-14
1084,18377790,880105603886,19,2020-06-17,2020-04-14
1085,18377790,8809397830014,9,2020-06-17,2020-04-14
1086,18377790,8802774006927,31,2020-06-17,2020-04-14
1087,18377790,8809080300039,27,2020-06-17,2020-04-14
1088,18377790,8809027331492,33,2020-06-17,2020-04-14
1089,18377790,8802774000369,31,2020-06-17,2020-04-14
1090,18377790,8801746672443,12,2020-06-17,2020-04-14
1091,18377790,8809040935110,35,2020-06-17,2020-04-14
1092,18377790,8806002010427,7,2020-06-17,2020-04-14
1093,18377790,8802673003218,3,2020-06-17,2020-04-14
1094,18377790,8801056065805,29,2020-06-17,2020-04-14
1095,18377790,8801056006259,6,2020-06-17,2020-04-14
1096,18377790,8801382127574,9,2020-06-17,2020-04-14
1097,18377790,8809423870007,29,2020-06-17,2020-04-14
1098,59830938,8809068661008,1,2020-09-19,2020-09-14
1099,59830938,8809003432328,2,2020-09-19,2020-09-14
1100,59830938,8801097850019,1,2020-09-19,2020-09-14
