,고객이름,구매물건,구매갯수,최근방문날짜
12897,94584007,8802673003355,9,2020-02-19
12898,94584007,8809080300039,5,2019-03-19
12899,94584007,8806002003900,15,2020-03-17
12900,94584007,8806001084542,14,2018-06-05
12901,26908176,8801097131019,4,2019-04-12
12902,26908176,8809068661008,12,2018-01-10
12903,26908176,8809110700044,9,2019-07-16
12904,26908176,8809023009593,5,2019-04-20
12905,26908176,8801056233013,4,2020-09-06
12906,26908176,8806001083767,1,2018-05-01
12907,26908176,8809082727513,2,2020-03-12
12908,26908176,8806001084887,3,2019-09-03
12909,26908176,8806001083767,12,2018-01-06
12910,99312571,8809423620022,7,2018-02-01
12911,99312571,8809027331324,10,2020-02-12
12912,99312571,8801056007163,17,2020-06-09
12913,99312571,8801056058227,6,2020-01-08
12914,99312571,8801056001285,20,2018-04-16
12915,99312571,8802673003256,7,2018-05-10
12916,99312571,8809082723379,5,2019-01-09
12917,99312571,8809040935110,3,2018-01-06
12918,55896553,8801056688127,17,2020-05-17
12919,55896553,8801382137382,13,2018-04-16
12920,55896553,8801056038649,12,2019-03-03
12921,55896553,8801056787127,14,2020-03-12
12922,55896553,8806001084887,20,2019-01-17
12923,55896553,8806002000794,17,2018-07-20
12924,55896553,8809023009333,15,2018-06-20
12925,55896553,8805915531036,16,2019-02-03
12926,55896553,8801382144830,10,2019-02-05
12927,86431734,8809332392768,20,2019-06-08
12928,86431734,8801056064761,1,2018-09-09
12929,86431734,8809057795523,16,2020-09-19
12930,86431734,8805915531012,17,2018-08-06
12931,86431734,8801094563004,15,2020-07-14
12932,27142885,8802774006927,11,2019-07-17
12933,27142885,8801056051747,15,2019-04-05
12934,27142885,8809125060225,16,2020-07-07
12935,27142885,8809397830021,19,2018-01-20
12936,27142885,8809023009333,17,2019-01-16
12937,27142885,8801043650762,1,2018-05-04
12938,27142885,8806003011362,16,2020-05-21
12939,27142885,8809424480038,5,2018-03-13
12940,27142885,8806002004044,4,2019-06-06
12941,27142885,8809424480021,12,2018-02-17
12942,16184018,8802774000987,16,2019-05-02
12943,16184018,8809135303640,2,2019-01-18
12944,16184018,8809382930231,14,2019-01-04
12945,71329977,8809382930248,13,2018-07-10
12946,71329977,8801382127567,16,2018-02-14
12947,71329977,8801056755010,4,2020-06-01
12948,71329977,8804074600546,8,2020-06-08
12949,71329977,8801382137382,5,2019-04-19
12950,71329977,8809135308157,2,2018-04-21
12951,71329977,8801056034740,4,2019-02-14
12952,70000085,8801382135418,18,2018-05-08
12953,70000085,8801056024062,8,2019-05-01
12954,70000085,8806002002894,8,2020-02-17
12955,70000085,8804342387872,7,2019-06-06
12956,70000085,8809003432304,7,2018-04-04
12957,70000085,8807920310347,15,2020-02-14
12958,70000085,8809228158898,2,2019-09-12
12959,24838444,8809253640177,11,2018-08-20
12960,24838444,8801056714017,4,2018-06-14
12961,24838444,8801056065829,3,2020-08-09
12962,24838444,8801056005719,5,2019-04-18
12963,2831260,8801056034740,9,2020-04-02
12964,2831260,8809057795509,2,2020-08-13
12965,73690433,8809382930217,17,2018-07-06
12966,73690433,8809082723379,17,2018-06-04
12967,73690433,8802774000369,18,2020-03-14
12968,73690433,8801382128694,4,2018-03-03
12969,73690433,8801094602406,6,2020-05-13
12970,73690433,8809050511038,2,2018-07-14
12971,26173234,8801056001858,10,2019-02-18
12972,26173234,8801037018646,16,2018-05-20
12973,26173234,8809382930217,17,2019-04-18
12974,26173234,8802673003232,11,2018-05-11
12975,31208698,880105603886,16,2020-01-21
12976,31208698,8806002003023,16,2020-04-18
12977,31208698,8806020311919,11,2018-03-16
12978,39053642,8801056224158,4,2018-01-12
12979,39053642,8801097618114,1,2019-03-09
12980,28609128,8802774000369,20,2019-09-01
12981,28609128,8809228158898,11,2020-09-13
12982,28609128,8801056065805,10,2018-03-02
12983,28609128,8809082723379,10,2018-08-10
12984,28609128,8809382930217,3,2018-08-20
12985,28609128,8801056065829,11,2018-04-11
12986,28609128,8809050511083,17,2019-02-18
12987,28609128,8805915531036,14,2019-01-12
12988,28609128,8809057795523,3,2018-02-05
12989,28609128,8809023003379,18,2019-05-01
12990,1806200,8809423620046,9,2018-08-21
12991,1806200,8809135303640,19,2019-01-19
12992,1806200,8801037037869,2,2019-06-20
12993,70377312,8809080300060,5,2018-09-19
12994,70377312,8809323750027,16,2019-08-12
12995,70377312,88004334,9,2019-05-10
12996,11156601,8801056065829,14,2019-08-12
12997,11156601,8809050511083,9,2020-06-18
12998,11156601,8809221606204,13,2019-07-08
12999,30335429,8801056007163,1,2019-04-05
13000,30335429,8803284605532,8,2020-09-05
13001,30335429,8809380760175,2,2019-05-13
13002,30335429,8806002004044,18,2019-02-02
13003,30335429,8809027331713,16,2020-09-11
13004,30335429,8809023009593,10,2019-01-07
13005,18630752,8809125060225,20,2020-05-12
13006,18630752,8806002010977,9,2020-09-15
13007,18630752,8801097130012,6,2019-08-09
13008,18630752,8801056201012,5,2020-05-04
13009,18630752,8809050511144,13,2018-09-08
13010,18630752,8802774000369,16,2018-03-20
13011,18630752,8802673003232,16,2019-07-07
13012,18630752,8802673003317,11,2020-08-09
13013,18630752,8801056051747,4,2020-01-06
13014,18630752,8809382930255,19,2019-04-14
13015,33528653,8801056042226,12,2019-03-02
13016,5692570,8802673003362,6,2020-09-09
13017,5692570,8801056755010,14,2018-05-09
13018,5692570,8809023001269,17,2020-03-05
13019,5692570,8801037037852,14,2018-05-12
13020,5692570,8801056013110,4,2018-05-10
13021,5692570,8806020311353,7,2019-02-14
13022,5692570,8801094482602,1,2018-06-02
13023,77529931,8807920310347,6,2018-01-11
13024,77529931,8801056017606,14,2019-01-13
13025,77529931,8801056224158,13,2020-07-16
13026,77529931,8809135303640,16,2019-09-04
13027,50855298,8806001083750,2,2020-03-09
13028,50855298,8801094473006,18,2019-05-09
13029,50855298,8801056001858,3,2018-06-21
13030,50855298,8809191574671,15,2019-05-11
13031,50855298,8801043650700,14,2019-01-11
13032,50855298,8801056001285,6,2018-04-21
13033,50855298,8809228158898,4,2020-05-09
13034,82946638,8801056017583,11,2020-04-03
13035,82946638,8809050511083,14,2018-03-19
13036,82946638,8801094602208,14,2019-09-15
13037,82946638,88004334,15,2018-07-08
13038,82946638,8809423870014,5,2019-05-04
13039,82946638,8809423620015,2,2020-02-07
13040,82946638,8806002003030,19,2018-09-07
13041,67613574,8809332391303,13,2019-08-04
13042,67613574,8809397830021,14,2019-06-04
13043,67613574,8801094563004,14,2020-02-10
13044,67613574,8801382130659,18,2019-04-02
13045,76457537,8809057550023,12,2020-01-16
13046,76457537,8801056224158,16,2020-02-03
13047,76457537,8801382130383,16,2019-02-14
13048,76457537,8809027331324,6,2019-08-10
13049,79869106,8806002004044,5,2019-04-21
13050,79869106,8801056051747,17,2018-05-08
13051,98698812,8809027331713,15,2018-05-16
13052,98698812,8801056389123,3,2019-07-12
13053,98698812,8809135303640,11,2018-06-02
13054,98698812,8801056051747,6,2020-09-15
13055,98698812,8801043650199,19,2019-07-15
13056,98698812,8806002010441,16,2018-07-17
13057,98698812,8802673003225,11,2020-05-16
13058,98698812,8809228150014,10,2019-06-18
13059,60459160,8801382130802,19,2018-08-20
13060,60459160,8809323750065,16,2020-01-18
13061,60459160,8801382130820,2,2018-08-01
13062,60459160,8801056298012,19,2019-04-21
13063,81714103,8801382134824,18,2020-01-12
13064,81714103,8801056064747,2,2019-05-17
13065,81714103,8801037037852,10,2019-05-05
13066,81714103,8804074600546,19,2019-05-03
13067,81714103,8809228150014,11,2018-02-11
13068,81714103,8801097178038,16,2020-05-06
13069,68859512,8801056038861,10,2020-01-08
13070,68859512,8809424480038,1,2018-02-01
13071,68859512,8801753100892,3,2018-09-06
13072,68859512,8801056065768,17,2018-01-04
13073,68859512,8801097178021,12,2020-01-14
13074,68859512,8804074100350,5,2019-03-02
13075,68859512,8809027331713,18,2020-04-13
13076,68859512,8801056714017,13,2020-01-10
13077,68859512,8801056017606,20,2018-09-09
13078,68859512,8809068661008,1,2020-02-09
13079,50659575,8809397830007,19,2019-08-02
13080,50659575,8801056064747,20,2019-02-17
13081,50659575,8801097150010,11,2020-04-15
13082,50659575,8802774003445,3,2020-03-16
13083,50659575,8801097250383,20,2018-09-10
13084,50659575,8801056017644,20,2019-01-20
13085,50659575,8801056688011,1,2019-01-15
13086,50659575,8809057795509,18,2018-09-09
13087,50659575,8809068661152,18,2019-09-19
13088,50659575,8809057550023,2,2019-01-04
13089,49067222,8801382134749,1,2020-06-04
13090,49067222,8804342398984,12,2018-09-12
13091,49067222,8809382930200,12,2018-07-05
13092,49067222,8804342387872,1,2019-03-13
13093,49067222,8801056064761,3,2018-02-17
13094,42473206,8801056038861,18,2020-08-01
13095,42473206,8806001084887,2,2019-08-21
13096,42473206,8809382930255,10,2019-02-16
13097,42473206,8809424480021,11,2018-04-04
13098,42473206,8802673003225,2,2019-07-19
13099,42473206,8806001083026,9,2018-06-18
13100,12858941,8801382128694,13,2020-02-18
13101,12858941,8805915531012,18,2018-04-03
13102,12858941,8801056298012,7,2018-04-01
13103,12858941,8809057795509,3,2019-03-16
13104,45321897,8802673003317,17,2019-06-17
13105,45321897,8806430012819,7,2018-07-11
13106,45321897,8801056005237,19,2019-07-07
13107,45321897,8809397830007,18,2018-02-13
13108,45321897,8801097178038,9,2020-02-19
13109,45321897,8801382130383,16,2018-04-21
13110,45321897,8801382139072,6,2019-07-04
13111,45321897,8809191574671,8,2018-07-17
13112,45321897,8801097250383,18,2020-03-11
13113,45321897,8809424480021,11,2019-06-08
13114,9371334,8809323750065,12,2018-02-18
13115,71812968,8809080300060,10,2019-09-19
13116,71812968,8801056154011,12,2018-02-03
13117,71812968,8809221606204,7,2020-03-21
13118,71812968,8809082723386,8,2020-04-21
13119,71812968,8806003011522,20,2020-06-15
13120,71812968,8809332392768,18,2018-02-14
13121,71812968,8801382138686,11,2018-02-06
13122,57793235,8801097250053,16,2020-05-14
13123,57793235,8801382127567,8,2020-07-05
13124,57793235,8801056038861,17,2020-03-07
13125,57793235,8801056224158,13,2019-06-02
13126,57793235,8801056005672,2,2020-07-06
13127,13179493,8809423620022,15,2018-09-15
13128,13179493,8801094602208,17,2018-05-11
13129,13179493,8809173200123,6,2018-01-19
13130,13179493,8801043650700,10,2018-07-05
13131,13179493,8801382137382,7,2020-06-17
13132,44383587,8809045670115,7,2018-03-20
13133,44383587,8809323750010,17,2019-06-21
13134,44383587,8801056036775,2,2019-04-10
13135,9148604,8806001083767,13,2019-08-13
13136,9148604,8803284607659,15,2020-06-21
13137,38274524,8807920310347,17,2019-05-03
13138,38274524,8801382127574,3,2018-05-01
13139,38274524,8801056154011,15,2020-08-18
13140,38274524,8801056233013,9,2019-01-14
13141,38274524,8801382137405,16,2018-09-02
13142,38274524,8809057795523,4,2020-06-12
13143,38274524,8802673003362,16,2019-03-09
13144,95683392,8801056224011,6,2018-04-14
13145,95683392,8806020310530,13,2020-08-14
13146,95683392,8806001083750,13,2020-05-21
13147,95683392,8802673003317,11,2018-07-01
13148,95683392,8809423620022,4,2019-01-20
13149,95683392,8809125060232,18,2020-02-03
13150,95683392,8801056036775,8,2018-05-14
13151,95683392,8801056018160,1,2018-09-04
13152,95683392,8801097250413,17,2020-02-16
13153,95683392,8801052727837,11,2018-08-18
13154,76178330,8801056233013,4,2018-07-13
13155,76178330,8809082727513,12,2019-09-15
13156,76178330,8809027331492,6,2018-08-11
13157,76178330,8801097130036,13,2020-08-15
13158,76178330,8803284605464,18,2019-08-16
13159,76178330,8801056009731,14,2020-09-11
13160,76178330,8806002002894,17,2020-04-03
13161,76178330,8802673003317,13,2018-06-15
13162,76178330,8806020311919,9,2019-09-08
13163,76178330,8809050511090,20,2018-04-04
13164,2917525,8809057795523,3,2019-04-07
13165,2917525,8809228158898,4,2019-08-14
13166,2917525,8809027331492,15,2018-09-21
13167,2917525,8809228150014,3,2019-06-14
13168,84411763,8809191574664,5,2020-09-15
13169,84411763,8804074100350,4,2020-05-03
13170,84411763,8806001083750,19,2020-08-20
13171,84411763,8801382144830,18,2020-09-11
13172,84411763,8801037037869,1,2018-02-01
13173,84411763,8805915531036,11,2020-08-12
13174,84411763,8801056798017,5,2018-08-13
13175,80105419,8809023009340,1,2019-09-19
13176,80105419,8801094602208,17,2018-06-08
13177,80105419,8809027331744,13,2020-05-03
13178,80105419,8801056064761,16,2020-03-16
13179,80105419,8801382137405,19,2019-02-03
13180,80105419,8801094503505,1,2018-09-11
13181,80105419,8801056001858,10,2018-06-05
13182,92759267,8806430012802,4,2018-05-16
13183,18997874,8809423620015,12,2020-09-14
13184,18997874,8805915531036,6,2019-07-02
13185,18997874,8802673003355,12,2018-08-15
13186,18997874,8806001083798,1,2020-09-16
13187,18997874,8801056233013,1,2020-06-07
13188,18997874,8809135308157,15,2020-08-04
13189,18997874,8802673003249,10,2020-03-20
13190,83229658,8809027331713,19,2018-06-13
13191,83229658,8801097231016,15,2020-05-17
13192,83229658,8809253640177,7,2018-09-03
13193,83229658,8801056030649,13,2020-06-19
13194,83229658,8809050511038,15,2019-03-11
13195,83229658,8801056164011,10,2019-08-17
13196,67621697,8809423620015,6,2019-07-12
13197,67621697,8809027331706,1,2018-09-02
13198,32657418,8801097250376,17,2020-02-11
13199,32657418,8804074600546,13,2019-06-02
13200,32657418,8806002004044,14,2020-01-10
13201,32657418,8801097150010,16,2020-02-03
13202,32657418,8801056042226,8,2019-09-05
13203,32657418,8809221606204,10,2019-04-01
13204,32657418,8805915530633,1,2020-03-14
13205,32657418,8806001084894,20,2018-01-06
13206,32657418,8809135308157,9,2018-03-09
13207,32657418,8809382930224,16,2018-07-03
13208,42216486,8801056487010,16,2018-08-13
13209,42216486,8804342310108,9,2019-01-04
13210,42216486,8801056224158,18,2018-05-17
13211,42216486,8801056033057,13,2020-07-09
13212,37717794,8809057795523,19,2019-01-10
13213,37717794,8801094222406,3,2018-04-05
13214,37717794,8801097250369,1,2018-05-04
13215,37717794,8809382930200,12,2018-06-17
13216,37717794,8809135308157,8,2020-08-14
13217,37717794,8801056154011,2,2018-09-01
13218,37717794,8809057795523,12,2019-08-17
13219,37717794,8802673003355,14,2019-03-08
13220,37717794,8801056924011,6,2019-07-21
13221,97405034,8801382139072,4,2018-04-10
13222,97405034,8801056030649,15,2019-05-18
13223,97405034,8806001084542,3,2020-08-13
13224,97405034,8801094602406,19,2018-09-14
13225,97405034,8806001085020,7,2020-09-04
13226,97405034,8807920310347,3,2020-03-03
13227,97405034,8809221607072,8,2020-01-13
13228,97405034,8809423620022,18,2020-04-16
13229,97405034,8809409910154,10,2020-04-14
13230,69896456,8801056065829,9,2019-03-18
13231,69896456,8801056032388,2,2019-09-01
13232,69896456,8809423620039,4,2020-02-15
13233,69896456,8801037037869,9,2018-03-14
13234,69896456,8802673003218,1,2020-02-09
13235,69896456,8801097250369,13,2020-07-03
13236,69896456,8809125060232,14,2020-08-02
13237,69896456,8809003432328,19,2019-06-16
13238,69896456,8809080300060,14,2019-07-11
13239,49221939,8809191574664,10,2018-03-17
13240,49221939,8801094602208,2,2019-01-10
13241,49221939,8801056021062,14,2020-08-02
13242,49221939,8801382127567,11,2020-02-13
13243,49221939,8806001085020,14,2020-06-03
13244,49221939,8809228150021,1,2019-07-16
13245,49221939,8802673003201,3,2019-02-11
13246,23496897,8809082727537,20,2019-01-04
13247,23496897,8809191574695,16,2020-04-06
13248,23496897,8809027331324,16,2019-01-15
13249,23496897,8805915531036,20,2020-05-06
13250,23496897,8809050511090,12,2020-03-10
13251,24862807,8801382128694,17,2018-09-21
13252,24862807,8801097618114,19,2018-07-16
13253,24862807,8806002004044,1,2018-05-04
13254,24862807,8809191574695,15,2019-05-04
13255,98919120,8801056487010,6,2018-06-10
13256,98919120,8809023009593,4,2019-08-02
13257,98919120,8802673003225,1,2018-03-04
13258,98919120,8801382130840,9,2019-03-08
13259,98919120,8804074100350,1,2018-03-07
13260,98919120,8801097187016,13,2019-05-01
13261,98919120,8806001083026,6,2020-06-18
13262,98919120,8809409910154,7,2020-04-15
13263,98919120,8806001083750,18,2020-04-06
13264,98919120,8809409910154,15,2020-02-19
13265,6832895,8801056298012,15,2020-09-18
13266,6832895,8801753100885,3,2019-08-14
13267,6832895,8809125060836,2,2020-03-15
13268,6832895,8809173200130,7,2020-02-15
13269,6832895,8801056038861,7,2020-07-01
13270,6832895,8801056298012,12,2020-09-03
13271,6832895,8801382144830,18,2020-07-05
13272,11915538,8801056034740,6,2020-01-06
13273,11915538,8801056154011,17,2018-03-10
13274,11915538,8809221607072,1,2018-01-19
13275,11915538,8801097250383,17,2018-08-17
13276,11915538,8802673003256,20,2019-08-12
13277,11915538,8801056022112,16,2019-07-14
13278,11915538,8802673003249,6,2018-09-01
13279,11915538,8801382144830,2,2019-05-14
13280,11915538,8806003011522,6,2020-06-02
13281,12129984,8801094563004,1,2019-06-08
13282,12129984,8801097130012,11,2020-01-04
13283,12129984,8809382930231,13,2020-05-02
13284,12129984,8809424480038,4,2019-03-02
13285,12129984,8801052727837,2,2020-06-01
13286,12129984,8802673003362,7,2020-08-02
13287,12129984,8801056042226,6,2018-03-13
13288,12129984,8809027331492,10,2019-05-11
13289,29468834,8801382135418,12,2018-02-10
13290,29468834,8801097250053,16,2020-01-13
13291,29468834,8809191574671,1,2018-06-03
13292,29468834,8809023003379,3,2020-03-20
13293,29468834,8809323750010,9,2020-05-12
13294,29468834,8801094482602,20,2020-07-12
13295,29468834,8803284605532,11,2018-06-19
13296,29468834,8801056233013,2,2018-01-13
13297,29468834,8809332391303,7,2018-01-05
13298,29468834,8802673003218,17,2018-01-08
13299,93000924,8801056065805,9,2019-04-08
13300,93000924,8809382930200,15,2020-02-05
13301,93000924,8809082723379,14,2019-07-18
13302,93000924,8801056389123,1,2019-04-01
13303,93000924,8809110700051,2,2020-03-16
13304,93000924,8809027331324,7,2019-08-14
13305,73463872,8803284605464,5,2020-06-01
13306,73463872,8809050511090,10,2020-03-14
13307,73463872,8809110700044,8,2018-03-10
13308,73463872,8801382134824,8,2019-04-07
13309,73463872,8802673003263,20,2018-08-17
13310,73463872,8804074100350,13,2019-07-09
13311,73463872,8801056002541,11,2019-04-16
13312,73463872,8802673003256,16,2019-08-05
13313,86160243,8802673003256,13,2018-08-03
13314,86160243,8801097250413,8,2018-02-09
13315,95339794,8801056487010,12,2019-05-19
13316,95339794,8809221607072,8,2018-03-20
13317,95339794,8803284605532,5,2019-07-07
13318,95339794,8801056017606,11,2018-01-14
13319,95339794,8805915531012,9,2019-08-21
13320,95339794,8801056030649,6,2018-05-03
13321,44889796,8801056001858,5,2018-06-17
13322,44889796,8809323750027,4,2020-02-12
13323,44889796,8801056033057,17,2019-01-17
13324,44889796,8809135303633,13,2020-04-02
13325,44889796,8801382127284,15,2020-06-10
13326,23343105,8801382137405,12,2018-07-15
13327,23343105,8801094222406,1,2018-05-17
13328,23343105,8801094223007,5,2019-09-04
13329,23343105,8809423620046,6,2018-04-04
13330,23343105,8809082723386,12,2018-03-17
13331,23343105,8809110700051,11,2020-03-18
13332,23343105,8804342310108,9,2020-01-03
13333,23343105,8801056032388,17,2019-07-11
13334,20161469,8801056065805,4,2018-02-02
13335,20161469,8809323750010,19,2020-09-14
13336,20161469,8801056154011,1,2018-03-03
13337,20161469,880105665874,3,2020-05-14
13338,20161469,8809228150014,7,2019-07-09
13339,20161469,8809228158881,5,2019-09-10
13340,75799148,8801097278035,4,2019-01-07
13341,75799148,8809228150014,15,2018-01-08
13342,7740449,8806003011362,14,2020-02-07
13343,7740449,8809380760175,3,2020-09-14
13344,7740449,8809423620008,18,2020-03-09
13345,7740449,8801382130383,2,2020-03-08
13346,7740449,8809382930248,4,2020-09-19
13347,7740449,8804342398984,15,2019-02-04
13348,13148616,8801097250413,17,2018-07-13
13349,13148616,8801753100892,8,2018-06-11
13350,13148616,8809228158881,17,2019-06-14
13351,13148616,8801097250079,19,2020-09-18
13352,13148616,8801056755010,15,2019-06-18
13353,13148616,8806003011362,7,2020-04-08
13354,13148616,8801056054984,2,2020-04-01
13355,13148616,8801056024017,20,2019-02-18
13356,13746060,8801382130840,7,2020-08-18
13357,13746060,8801382127567,8,2020-07-16
13358,13746060,8801097850019,12,2018-09-14
13359,13746060,8809423870014,11,2018-02-13
13360,13746060,8802774001014,7,2020-04-20
13361,13746060,8809082723379,13,2018-03-15
13362,13746060,8809221606204,8,2018-05-05
13363,13746060,8801097150010,15,2019-03-18
13364,49260368,8801097130012,17,2018-09-04
13365,49260368,8809050511083,3,2020-06-07
13366,49260368,8806002010427,6,2018-06-11
13367,49260368,8806001084542,9,2018-07-10
13368,49260368,8801094503505,17,2018-03-18
13369,49260368,8809332391303,10,2018-01-17
13370,3554479,8806001083798,6,2018-06-05
13371,3554479,8806430012802,19,2019-09-16
13372,3554479,8801056042196,2,2019-06-07
13373,78539938,8801056065829,20,2020-09-02
13374,78539938,8801097250053,15,2020-09-07
13375,56425689,8801056005672,20,2020-03-06
13376,56425689,8809110700044,16,2019-01-20
13377,56425689,8801382139072,11,2020-03-10
13378,56425689,8809423620015,4,2018-06-14
13379,68666153,8802673003355,5,2019-09-03
13380,68666153,8809023009340,13,2020-07-17
13381,68666153,8801094232702,18,2020-05-03
13382,68666153,8801382127574,15,2020-02-11
13383,50577921,8801056065768,1,2018-06-06
13384,50577921,8801056714017,5,2019-04-08
13385,50577921,8801056005672,8,2019-05-12
13386,58880848,8806002002894,17,2018-02-14
13387,58880848,8801382137405,8,2018-03-10
13388,58880848,8809382930248,7,2019-02-10
13389,58880848,8806002003931,11,2019-02-12
13390,58880848,8801056058227,12,2020-09-21
13391,58880848,8809023001269,10,2020-01-06
13392,58880848,8803284607659,4,2019-02-15
13393,58880848,8801382137405,3,2020-05-05
13394,58880848,8801056298012,9,2020-09-18
13395,58880848,8802774003445,18,2018-01-11
13396,14184048,88004334,13,2019-04-08
13397,7445388,8801056058227,11,2020-08-05
13398,7445388,8806003011362,3,2019-03-03
13399,7445388,8801056688011,3,2018-06-07
13400,7445388,8801056042196,6,2018-02-12
13401,7445388,8809027331744,7,2020-07-08
13402,7445388,8801056003364,16,2018-02-21
13403,7445388,8801056001858,19,2020-06-19
13404,7445388,8805915530633,20,2019-07-20
13405,3875075,8806001084542,6,2019-09-03
13406,3875075,8801097250413,10,2018-05-03
13407,3875075,8804074600546,4,2019-09-16
13408,3875075,8809050511038,4,2018-04-19
13409,3875075,8802673003300,9,2020-07-06
13410,3875075,8801097131019,20,2020-02-05
13411,3875075,8801097250413,4,2018-09-15
13412,3875075,8801056001285,2,2020-08-06
13413,3875075,8802774003445,10,2018-02-07
13414,99504550,8801056033057,10,2019-04-01
13415,99504550,8801094222406,8,2019-06-15
13416,60884249,8806002010571,5,2020-08-21
13417,60884249,8801037018646,1,2020-06-17
13418,60884249,8809323750027,14,2018-05-10
13419,60884249,8801056298012,1,2019-01-02
13420,60884249,8809082727537,1,2018-02-04
13421,60884249,8806001083026,5,2020-01-06
13422,98298031,8801056038649,20,2020-02-14
13423,98298031,8801056065768,16,2020-06-19
13424,98298031,8809125064124,3,2018-06-10
13425,95391055,8801056924011,14,2018-06-10
13426,95391055,8809173200130,4,2019-01-08
13427,95391055,8801056065805,12,2018-08-09
13428,95391055,8801056755010,12,2019-09-02
13429,95391055,8806002010465,3,2020-09-15
13430,95391055,8801052727837,15,2018-02-18
13431,95391055,8809125064124,15,2018-05-21
13432,95391055,8806020311353,6,2020-03-03
13433,95391055,8801056164011,5,2018-07-18
13434,50401892,8809380760175,2,2019-09-01
13435,50401892,8801097250279,13,2019-08-15
13436,50401892,8801382135418,16,2018-07-13
13437,50401892,8801056042196,19,2020-09-06
13438,50401892,8809423620039,8,2020-01-19
13439,50401892,8801056154066,6,2020-03-14
13440,50401892,8801382131014,18,2019-09-10
13441,50401892,8801056015107,6,2020-03-11
13442,50401892,8801056034740,6,2020-06-13
13443,89305186,8809040935110,16,2020-09-18
13444,89305186,8801056038861,19,2018-04-01
13445,89305186,8801382137382,1,2020-02-21
13446,89305186,8806001083750,10,2020-06-03
13447,89305186,8809191574657,9,2020-04-15
13448,49712796,8809027331324,14,2020-05-16
13449,49712796,8801056224158,3,2019-08-02
13450,49712796,8809110700044,12,2019-09-03
13451,49712796,8801056003364,17,2019-08-19
13452,49712796,8806003011522,15,2020-02-10
13453,20256152,8801056017583,15,2019-03-05
13454,20256152,8801043650199,19,2019-09-07
13455,20256152,8809082727537,9,2018-05-15
13456,20256152,8801097278035,5,2019-04-13
13457,20256152,8809023009340,15,2020-02-05
13458,88478241,8801037037852,5,2018-03-03
13459,88478241,8801056001285,14,2019-08-05
13460,88478241,8801094603007,11,2020-07-01
13461,88478241,8806002003030,19,2019-09-05
13462,88478241,880105603886,19,2019-05-09
13463,88478241,8801052727851,13,2018-01-09
13464,59588816,8801097187016,9,2020-01-14
13465,59588816,8801753100885,7,2020-07-17
13466,59588816,8801382130383,17,2019-06-14
13467,59588816,8803284605464,11,2018-09-03
13468,59588816,8806002000794,16,2020-01-06
13469,59588816,8805915531012,10,2019-07-02
13470,59588816,8809027331324,16,2018-09-19
13471,68807417,8809332392768,8,2018-05-04
13472,68807417,8809082723386,13,2018-02-21
13473,68807417,8801056688127,16,2020-09-13
13474,3604154,8801056024017,15,2018-07-20
13475,3604154,8809068661152,15,2020-02-18
13476,3604154,8801056024062,17,2019-09-09
13477,3604154,8809173200123,1,2020-06-15
13478,3604154,8809135308157,8,2018-03-05
13479,3604154,8806001085020,16,2018-05-09
13480,3604154,8802673003362,2,2019-07-09
13481,3604154,8806020311353,10,2020-07-16
13482,3604154,8801056164011,13,2020-09-06
13483,3604154,8806002010977,5,2019-04-11
13484,78473725,880105665874,5,2018-09-07
13485,78473725,8801382138686,20,2018-08-09
13486,78473725,8809068661152,3,2018-09-20
13487,78473725,8801094503901,18,2019-06-12
13488,78473725,8801043900027,17,2018-02-07
13489,30469620,8809135303640,4,2020-09-17
13490,30469620,8806001084542,3,2020-05-03
13491,30469620,8801056001841,5,2018-07-13
13492,5914812,8809397830007,6,2020-01-05
13493,5914812,8809423620022,20,2019-06-17
13494,72137294,8809082723379,13,2020-07-16
13495,72137294,8809191574664,4,2018-08-03
13496,72137294,8806002010465,10,2018-01-21
13497,72137294,8801056022112,11,2019-06-05
13498,72137294,8809125060836,2,2018-02-13
13499,72137294,8809125060232,3,2020-01-05
13500,72137294,8801056009731,18,2019-03-19
13501,72137294,8801056042196,3,2020-02-05
13502,98206358,8801094222406,1,2019-07-19
13503,98206358,880105665874,14,2018-03-12
13504,79307149,8809068661008,20,2019-06-12
13505,79307149,8809068661008,8,2018-09-17
13506,79307149,8809082727513,10,2018-04-05
13507,79307149,8804342387872,7,2018-06-19
13508,79307149,8801056924011,4,2018-04-16
13509,79307149,8809068661008,16,2019-08-11
13510,79307149,8809082727513,8,2020-09-01
13511,33320648,8801094503031,3,2018-05-20
13512,33320648,8801056755010,9,2018-09-18
13513,33320648,8801056006297,9,2019-03-20
13514,33320648,8801056233013,16,2018-06-07
13515,33320648,8801056924011,2,2020-01-18
13516,33320648,8802673003355,4,2020-09-05
13517,33320648,8801056021062,3,2019-04-08
13518,33320648,8809382930231,1,2018-06-09
13519,33320648,8809082727513,13,2018-01-20
13520,31445320,8801056065805,13,2018-09-07
13521,41244272,8806002002894,16,2020-09-03
13522,41244272,8809191574657,15,2018-03-12
13523,41244272,8801056017583,8,2018-07-05
13524,41244272,8809135303640,18,2018-04-07
13525,41244272,8809106188092,4,2018-01-08
13526,41244272,8801753100885,8,2020-04-09
13527,41244272,8801056003364,6,2020-06-11
13528,41244272,8804074100350,14,2020-08-08
13529,41244272,8809082723379,17,2020-06-06
13530,41244272,8809068661152,10,2019-01-17
13531,80937634,8809125060836,15,2018-01-05
